,Unnamed: 0,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon
1227,1227,Richmond Park Road,1575000,House,2050,5,5,5,,London,SW14 8JU,51.4635398,-0.26498
1228,1228,Osprey Court,850000,Flat / Apartment,655,1,1,1,Star Place,London,E1W 1AG,51.50820150000001,-0.0701239
1229,1229,Fernside Road,1250000,House,1683,4,4,4,,London,SW12 8LN,51.4463394,-0.1572524
1230,1230,Paddenswick Road,3750000,House,3391,5,5,5,Ravenscourt Park,London,W6 0UA,51.4985522,-0.2375016
1231,1231,Bollo Lane,995000,House,1423,5,5,5,Chiswick,London,W4 5LT,51.49649429999999,-0.2708319
1232,1232,Devonshire Road,850000,House,1163,3,3,3,Chiswick,London,W4 2HD,51.4918367,-0.2556809
1233,1233,Grove Court,2400000,Flat / Apartment,1898,4,4,4,Drayton Gardens,London,SW10 9QY,51.4879891,-0.1800043
1234,1234,Kathleen Road,599950,Flat / Apartment,830,3,3,3,Battersea,London,SW11 2JR,51.4652176,-0.1631439
1235,1235,Huntspill Street,875000,House,1334,5,5,5,,London,SW17 0AA,51.4337725,-0.1829359
1236,1236,Eamont Court,675000,Flat / Apartment,602,2,2,2, St. Johns Wood,London,NW8 7DG,51.5344177,-0.1666891
1237,1237,Murray Street,735000,Flat / Apartment,953,2,2,2,Camden,London,NW1 9RE,51.5433008,-0.1323688
1238,1238,Mandalay Road,925000,Flat / Apartment,1082,2,2,2,,London,SW4 9ED,51.4553659,-0.1411564
1239,1239,Mapesbury Road,1300000,House,2547,5,5,5,Brondesbury,London,NW2 4HJ,51.5499003,-0.208429
1240,1240,Birds Hill Road,7500000,House,12526,7,7,7,Oxshott,Surrey,KT22 0NJ,51.3364157,-0.3563225
1241,1241,Hereford Square,7450000,House,3997,6,6,6,South Kensington,London,SW7 4TS,51.49222899999999,-0.182025
1242,1242,Wilton Place,8250000,House,3188,5,5,5,Belgravia,London,SW1X 8RL,51.50113839999999,-0.1565277
1243,1243,College Cross,2395000,House,2212,4,4,4,Islington,London,N1 1PT,51.541815,-0.105332
1244,1244,Northchurch Road,500000,Flat / Apartment,675,1,1,1,Islington,London,N1 3FL,51.5430635,-0.09082939999999999
1245,1245,Canonbury Park South,2550000,House,2241,5,5,5,Canonbury,London,N1 2JG,51.5465317,-0.09286209999999999
1246,1246,Upper Place,600000,New development,721,2,2,2, Clapton,London,E5 9BU,51.5636212,-0.05912159999999999
1247,1247,City Mills Apartments,590000,Flat / Apartment,702,2,2,2,Lee Street,London,E8 4FB,51.5383422,-0.0732468
1248,1248,Eagle Mews,550000,House,674,2,2,2,Tottenham Road,London,N1 4ST,51.5458929,-0.08018249999999999
1249,1249,Brookville Road,1650000,House,1716,5,5,5, Fulham,London,SW6 7BH,51.479418,-0.2061961
1250,1250,Culmington Road,1250000,House,1700,4,4,4,Ealing,London,W13 9NB,51.5107043,-0.3142188
1251,1251,Ravens Close,475000,Flat / Apartment,645,2,2,2,Surbiton,Surrey,KT6 4QG,51.3941319,-0.3065765
1252,1252,Pavilion Park,425000,New development,603,1,1,1, East Molesey,Surrey,KT8 9DX,51.4056693,-0.3577249
1253,1253,Liberty House,599000,Flat / Apartment,830,2,2,2,Ensign Street,London,E1 8JA,51.5096498,-0.0674254
1254,1254,Chestnut Grove,1325000,House,1800,4,4,4,,London,SW12 8JG,51.4465437,-0.155949
1255,1255,Cottenham Park Road,1350000,Flat / Apartment,1862,3,3,3,Wimbledon,London,SW20 0RZ,51.41694469999999,-0.2304018
1256,1256,Craven Gardens,1225000,House,1681,4,4,4,Wimbledon,London,SW19 8LU,51.4248418,-0.1951141
1257,1257,Southlands Drive,650000,Flat / Apartment,779,2,2,2,Wimbledon,London,SW19 5QH,51.4397649,-0.2206852
1258,1258,Springfield Road,6950000,House,3911,6,6,6,St. John's Wood,London,NW8 0QN,51.5385967,-0.1809701
1259,1259,Loudoun Road,4495000,House,2607,4,4,4,St. John's Wood,London,NW8 0LT,51.5362113,-0.1784986
1260,1260,Norfolk Mansions,599950,Flat / Apartment,969,3,3,3, Putney,London,SW18 1NU,51.4576053,-0.2011492
1261,1261,The Glass House,465000,Flat / Apartment,461,1,1,1, Putney,London,SW15 1PR,51.464411,-0.2175245
1262,1262,Harley Road,749950,Flat / Apartment,650,2,2,2,,London,NW3 3BN,51.5410677,-0.1704307
1263,1263,Altenburg Gardens,1050000,Flat / Apartment,1155,2,2,2,,London,SW11 1JL,51.4631351,-0.1628099
1264,1264,Harbut Road,650000,Flat / Apartment,684,2,2,2,,London,SW11 2RB,51.4612675,-0.178562
1265,1265,Lavender Gardens,775000,Flat / Apartment,928,2,2,2,,London,SW11 1DN,51.4633537,-0.1618366
1266,1266,Basilica Mews,2100000,New development,2132,4,4,4,,Thurleigh Road,SW12 8UF,51.45243199999999,-0.1552512
1267,1267,Kings Hill,1075000,House,2096,4,4,4,Loughton,Essex,IG10 1HY,51.6537,0.0575747
1268,1268,Oakley Road,625000,Flat / Apartment,676,1,1,1,,London,N1 3LL,51.5430017,-0.0864911
1269,1269,The Pryors,1800000,Flat / Apartment,1405,3,3,3, Hampstead,London,NW3 1BS,51.5600387,-0.1719488
1270,1270,Gosberton Road,775000,Flat / Apartment,1368,3,3,3,,London,SW12 8LG,51.4452977,-0.1590644
1271,1271,Chiswick High Road,2050000,New development,2875,4,4,4,Chiswick,London,W4 5RG,51.4929944,-0.2719295
1272,1272,Lonsdale Road,775000,Flat / Apartment,936,2,2,2,Barnes,London,SW13 9PY,51.47444970000001,-0.2505697
1273,1273,Dalebury Road,885000,Flat / Apartment,1258,2,2,2,,London,SW17 7HH,51.43900319999999,-0.1659796
1274,1274,Rosenau Road,2400000,House,2803,6,6,6,Battersea,London,SW11 4QX,51.4765175,-0.165196
1275,1275,Circle Gardens,825000,House,1388,3,3,3,Wimbledon,London,SW19 3JU,51.4060535,-0.1990458
1276,1276,Queens Road,2250000,House,2946,4,4,4,Kingston upon Thames,Surrey,KT2 7SN,51.4188037,-0.2852711
1277,1277,Vanderbilt Road,1125000,House,1566,5,5,5,,London,SW18 3BG,51.44531509999999,-0.1879032
1278,1278,Alma Road,1000000,House,1306,4,4,4,Wandsworth,London,SW18 1AH,51.4602561,-0.1869949
1279,1279,Kennet House,350000,Flat / Apartment,670,2,2,2, Lisson Grove,London,NW8 8HB,51.52270859999999,-0.1718301
1280,1280,Church Road,600000,House,1041,2,2,2,Northwood,Middlesex,HA6 1AR,51.6091586,-0.4152512
1281,1281,Clarendon Road,3600000,House,1831,5,5,5,Notting Hill,London,W11 2HW,51.5114808,-0.2099951
1282,1282,Roseneath Road,2050000,House,2202,3,3,3,,London,SW11 6AG,51.4539704,-0.15529
1283,1283,Cologne Road,765000,Duplex,992,2,2,2,St John's Hill,London,SW11 2AJ,51.4622288,-0.1767674
1284,1284,Randolph Avenue,1675000,Flat / Apartment,1101,2,2,2,Little Venice,London,W9 1DW,51.5267407,-0.1824665
1285,1285,Montagu Square,1375000,Flat / Apartment,1002,2,2,2,Marylebone,London,W1H 2LW,51.5177987,-0.1597608
1286,1286,Harley Place,1350000,Mews,993,2,2,2,Marylebone,London,W1G 8QE,51.5188749,-0.1475808
1287,1287,Victoria Road,8850000,House,3813,5,5,5,,London,W8 5RF,51.4998038,-0.1857001
1288,1288,Edwardes Square,3850000,House,2285,4,4,4,,London,W8 6HE,51.4977123,-0.1993692
1289,1289,Canonbury Square,2500000,House,2537,6,6,6,Islington,London,N1 2AU,51.5431818,-0.1008765
1290,1290,Tollington Way,575000,New development,840,2,2,2, London,N7 6QX,N7 6RG,51.56172840000001,-0.1228995
1291,1291,Compton Avenue,4650000,House,4653,7,7,7,Highgate,London,N6 4LH,51.5739095,-0.1658941
1292,1292,New Road,4950000,House,7043,6,6,6,Esher,Surrey,KT10 9PG,51.3722327,-0.3576124
1293,1293,Pavilion Park,555000,New development,753,2,2,2, East Molesey,Surrey,KT8 9DX,51.4056693,-0.3577249
1294,1294,Courtfield Gardens,3750000,Flat / Apartment,1902,4,4,4,,London,SW5 0PH,51.4932311,-0.1898364
1295,1295,Buxton Road,1050000,House,1338,3,3,3,,London,SW14 8SY,51.4671551,-0.2546927
1296,1296,Newark Street,1775000,House,2200,4,4,4,,London,E1 2AA,51.5169057,-0.0602717
1297,1297,Lime Quarter,550000,New development,773,2,2,2,Bow,London,E3 3PJ,51.5222057,-0.0179681
1298,1298,Marlborough Road,2700000,House,2953,7,7,7,Chiswick,London,W4 4ET,51.4915475,-0.2713792
1299,1299,Chiswick Village,399950,Flat / Apartment,580,2,2,2,Gunnersbury,London,W4 3BY,51.4883782,-0.277232
1300,1300,Carlton House,595000,New development,545,1,1,1,Carlton Drive,London,SW15 2BS,51.4592633,-0.2125427
1301,1301,Fulham Road,3200000,House,2988,4,4,4,,London,SW10 9TU,51.4842042,-0.1835541
1302,1302,Siddal Apartments,675000,Flat / Apartment,778,2,2,2, Elephant Park,London,SE17 1FQ,51.4924344,-0.0946895
1303,1303,Darlaston Road,765000,New development,864,2,2,2,Wimbledon,London,SW19 4LF,51.4170362,-0.2168649
1304,1304,Tranmere Road,800000,Flat / Apartment,1428,4,4,4,,London,SW18 3QT,51.43916540000001,-0.1833406
1305,1305,St. Johns Wood Road,835000,Flat / Apartment,651,1,1,1,St. John's Wood,London,NW8 8RE,51.5264086,-0.1761365
1306,1306,Sheen Road,1200000,House,1662,4,4,4,Richmond,Surrey,TW9 1YJ,51.4620205,-0.2950673
1307,1307,Portland Chambers,2395000,Flat / Apartment,1160,2,2,2, Fitzrovia,London,W1W 6RP,51.51982959999999,-0.141416
1308,1308,Devonshire Place Mews,3250000,House,1738,3,3,3,Marylebone,London,W1G 6DD,51.5217079,-0.1504497
1309,1309,Chelsea Waterfront,2990000,New development,1451,3,3,3, Chelsea,London,SW10 0QH,51.4792214,-0.1794315
1310,1310,Thornhill Crescent,499950,Flat / Apartment,388,1,1,1,,London,N1 1BJ,51.541315,-0.1144814
1311,1311,Worple Street,1800000,House,4225,5,5,5,Mortlake,London,SW14 8HE,51.4685917,-0.2612034
1312,1312,Vicarage Road,2300000,House,2800,6,6,6,East Sheen,London,SW14 8RU,51.4599848,-0.264179
1313,1313,The Madison,573000,New development,429,0,0,0,199 To 207 Marsh Wall,London,E14 9YT,51.5097502,-0.017595
1314,1314,Hatton Place,835000,Flat / Apartment,704,2,2,2,Clerkenwell,London,EC1N 8RU,51.5212923,-0.1080294
1315,1315,Lonsdale Road,2200000,House,2354,5,5,5, Chiswick,London,W4 1ND,51.4959789,-0.2500194
1316,1316,Sinclair Road,700000,Flat / Apartment,680,1,1,1,,London,W14 0NR,51.499779,-0.2139694
1317,1317,Queen Anne's Gate,2775000,Flat / Apartment,1711,3,3,3,St. James's,London,SW1H 9AA,51.5008728,-0.1323468
1318,1318,Chapman Square,750000,Flat / Apartment,1076,3,3,3,Wimbledon,London,SW19 5QT,51.43946589999999,-0.2235026
1319,1319,Burntwood Grange Road,1195000,House,1538,3,3,3,,London,SW18 3JY,51.44333349999999,-0.1732028
1320,1320,Melody Road,1425000,House,2173,5,5,5,Wandsworth,London,SW18 2QG,51.4547266,-0.1829965
1321,1321,Northiam Street,380000,Flat / Apartment,420,1,1,1,South Hackney,London,E9 7HQ,51.5352006,-0.0556292
1322,1322,Middlefield Close,899950,House,2915,5,5,5, Coulsdon,Surrey,CR5 3NX,51.3037546,-0.1742588
1323,1323,Fairfax Mews,2000000,House,2149,5,5,5,Putney,London,SW15 6FF,51.4622432,-0.2263904
1324,1324,Nicholas Way,2995000,House,5517,7,7,7,Northwood,Middlesex,HA6 2TR,51.6046118,-0.4383557
1325,1325,Althorp Road,1490000,House,1875,5,5,5,Bellevue Village,London,SW17 7ED,51.44426,-0.1657258
1326,1326,Hillier Road,1750000,House,2364,5,5,5,,London,SW11 6AX,51.453151,-0.1597993
1327,1327,Basilica Mews,2000000,New development,2347,4,4,4,,Thurleigh Road,SW12 8UF,51.45243199999999,-0.1552512
1328,1328,The Printworks,710000,New development,818,2,2,2, Crouch End,London,N8 9BU,51.5817829,-0.1201683
1329,1329,Bishops Gate,915000,New development,810,2,2,2,82-88 Fulham High Street,London,SW6 3LF,51.4698561,-0.2107322
1330,1330,Theberton Street,2000000,House,2078,4,4,4,Barnsbury,London,N1 0QY,51.5374016,-0.1048953
1331,1331,Halton Road,425000,Flat / Apartment,495,1,1,1,Canonbury,London,N1 2EN,51.541069,-0.0997964
1332,1332,Hornsey Street,499950,Flat / Apartment,656,2,2,2,Lower Holloway,London,N7 8HE,51.5517181,-0.1132722
1333,1333,Wentworth Mansions,1050000,Flat / Apartment,1186,3,3,3,Keats Grove,London,NW3 2RL,51.5556595,-0.1667725
1334,1334,Hurlingham Square,1150000,House,1906,5,5,5, Fulham,London,SW6 3DZ,51.4670912,-0.194614
1335,1335,Christchurch Road,1825000,House,2100,4,4,4,,London,SW14 7AB,51.4606627,-0.2705017
1336,1336,Tantallon Road,1325000,House,1795,4,4,4,,London,SW12 8DQ,51.4449007,-0.158404
1337,1337,Airedale Road,1450000,House,1950,4,4,4,,London,SW12 8SF,51.4472339,-0.1603826
1338,1338,Liberty Mews,895000,House,1112,3,3,3,,London,SW12 8EE,51.45133,-0.1486605
1339,1339,Landmark Place At Tower Bridge,1499995,New development,1142,2,2,2,Water Lane,London,EC3R 6EA,51.50914849999999,-0.0839907
1340,1340,Esmond Road,550000,Flat / Apartment,853,2,2,2,Chiswick,London,W4 1JG,51.4969398,-0.2602115
1341,1341,Elm Park Mansions,550000,Flat / Apartment,500,1,1,1,Park Walk,London,SW10 0AN,51.4850241,-0.1795894
1342,1342,Archway Street,1050000,House,1261,3,3,3,Barnes,London,SW13 0AR,51.4691927,-0.2532328
1343,1343,Gerard Road,2750000,House,2637,4,4,4,Barnes,London,SW13 9RG,51.4755798,-0.2455585
1344,1344,Warriner Gardens,1785000,House,2061,5,5,5,Battersea,London,SW11 4DU,51.4747691,-0.1580661
1345,1345,Vandon Court,450000,Studio,332,0,0,0, Westminster,London,SW1H 9HE,51.4992359,-0.1362895
1346,1346,Selhurst Close,375000,Flat / Apartment,515,1,1,1,Wimbledon,London,SW19 6AY,51.44289089999999,-0.222233
1347,1347,Lowndes Square,5500000,Flat / Apartment,1973,3,3,3,Belgravia,London,SW1X 9JX,51.50103060000001,-0.1593993
1348,1348,Mount Ararat Road,2850000,House,3008,5,5,5,Richmond,Surrey,TW10 6PQ,51.45926900000001,-0.2994163
1349,1349,Mount Ararat Road,2450000,House,2300,5,5,5,Richmond,Surrey,TW10 6PH,51.45850249999999,-0.2986531
1350,1350,Copse Wood Way,1600000,House,2071,4,4,4,Northwood,Middlesex,HA6 2TZ,51.60591789999999,-0.441228
1351,1351,Hale End Road,450000,Flat / Apartment,790,2,2,2,Woodford Green,Essex,IG8 9LL,51.604432,0.0022601
1352,1352,Bishops Gate,2000000,New development,1688,4,4,4,82-88 Fulham High Street,London,SW6 3LF,51.4698561,-0.2107322
1353,1353,Offord Road,1595000,House,1828,3,3,3,Barnsbury,London,N1 1PF,51.5433179,-0.112091
1354,1354,Walpole Court,600000,Flat / Apartment,780,2,2,2,27-33 Fairfax Road,London,NW6 4ES,51.5436038,-0.1791118
1355,1355,Pavilion Park,545000,New development,767,2,2,2, East Molesey,Surrey,KT8 9DX,51.4056693,-0.3577249
1356,1356,Ormeley Road,995000,House,1310,4,4,4,,London,SW12 9QG,51.4451981,-0.1464621
1357,1357,Valetta Road,1050000,House,1355,4,4,4,Wendell Park,London,W3 7TQ,51.504984,-0.2484495
1358,1358,Hudson House,1385000,Flat / Apartment,990,3,3,3,Hortensia Road,London,SW10 0QR,51.48157920000001,-0.1847673
1359,1359,Claremont Lodge,650000,Flat / Apartment,1106,2,2,2, Wimbledon,London,SW20 8UA,51.41551639999999,-0.2227773
1360,1360,Albert Court,10950000,Flat / Apartment,3111,3,3,3,Prince Consort Road,London,SW7 2BH,51.5002235,-0.1762317
1361,1361,Wimbledon Park Road,375000,Flat / Apartment,525,1,1,1,Putney,London,SW18 5SJ,51.4511101,-0.2015772
1362,1362,Normanby Close,899000,House,1168,3,3,3,Putney,London,SW15 2RL,51.4582984,-0.2070671
1363,1363,Sefton Street,995000,House,1055,3,3,3,Putney,London,SW15 1NA,51.4696074,-0.2269257
1364,1364,Werter Road,1695000,House,2368,5,5,5,Putney,London,SW15 2LJ,51.4618111,-0.2139115
1365,1365,Lockyer House,495000,Flat / Apartment,815,2,2,2, Putney,London,SW15 1EE,51.4663961,-0.2167848
1366,1366,Ainger Road,775000,Flat / Apartment,665,2,2,2,Primrose Hill,London,NW3 3AR,51.5416107,-0.1580068
1367,1367,The Drive,950000,House,2348,4,4,4,Northwood,Middlesex,HA6 1HW,51.6028816,-0.4212459000000001
1368,1368,Halland Way,1750000,House,4387,4,4,4,Northwood,Middlesex,HA6 2BY,51.6152585,-0.4302194
1369,1369,Thornton Place,1150000,Flat / Apartment,1582,3,3,3,Clapham Common North Side,London,SW4 0AB,51.4616214,-0.149468
1370,1370,Sheldon Avenue,4400000,House,4102,5,5,5,Highgate,London,N6 4JS,51.5746706,-0.1633812
1371,1371,Bartholomew Road,2300000,House,2362,5,5,5,Kentish Town,London,NW5 2AJ,51.54592969999999,-0.1376551
1372,1372,Eaton Rise,775000,New development,983,3,3,3,,London,W5 2HE,51.5195587,-0.3058776
1373,1373,Nevern Mansions,625000,Flat / Apartment,676,1,1,1,42 Warwick Road,London,SW5 9TJ,51.4913679,-0.1973145
1374,1374,Graemesdyke Avenue,1300000,House,1496,4,4,4,,London,SW14 7BJ,51.465364,-0.2752622
1375,1375,Choumert Square,525000,House,540,1,1,1,,London,SE15 4RE,51.46824179999999,-0.06874419999999999
1376,1376,Garrett Street,849999,Flat / Apartment,802,2,2,2,,London,EC1Y 0TY,51.5240585,-0.0944792
1377,1377,Chiswick High Road,525000,New development,581,1,1,1,Chiswick,London,W4 5RG,51.4929944,-0.2719295
1378,1378,Rosaville Road,1650000,House,1648,4,4,4,,London,SW6 7BL,51.4795835,-0.2064344
1379,1379,Marian Lodge,635000,Flat / Apartment,936,2,2,2, Wimbledon,London,SW20 8HJ,51.4177979,-0.2243859
1380,1380,South Park Road,1550000,House,1884,4,4,4,Wimbledon,London,SW19 8SZ,51.4205902,-0.194663
1381,1381,Beacon Tower,1000000,Penthouse,1190,3,3,3, Wandsworth,London,SW18 4GN,51.4561776,-0.1971893
1382,1382,Basil Mansions,5500000,Flat / Apartment,2497,3,3,3,Basil Street,London,SW3 1AP,51.5001094,-0.1608629
1383,1383,Neville House,450000,Flat / Apartment,646,1,1,1,137 London Road,Twickenham,TW1 1EG,51.4517731,-0.3309702
1384,1384,Rossway Drive,600000,House,1202,4,4,4,Bushey,Hertfordshire,WD23 3EW,51.6495303,-0.3445883
1385,1385,Wendover Court,1325000,Flat / Apartment,779,2,2,2, Marylebone,London,W1U 7NX,51.5191403,-0.1547194
1386,1386,Furze Field,6950000,New development,11177,6,6,6,Oxshott,Surrey,KT22 0UR,51.33459329999999,-0.3501429
1387,1387,Halliford Street,950000,Flat / Apartment,1023,2,2,2,Canonbury,London,N1 3EJ,51.54082,-0.09001479999999999
1388,1388,Tollington Way,430000,New development,538,1,1,1, London,N7 6QX,N7 6RG,51.56172840000001,-0.1228995
1389,1389,Malthouse Court,700000,Flat / Apartment,1121,2,2,2, Brentford,Middlesex,TW8 0FR,51.4850582,-0.2999268
1390,1390,Cairn Avenue,1150000,House,1580,4,4,4,Ealing,London,W5 5HX,51.5070167,-0.3066746
1391,1391,Eaton Rise,795000,New development,989,3,3,3,,London,W5 2HE,51.5195587,-0.3058776
1392,1392,Redcliffe Gardens,1150000,Flat / Apartment,911,2,2,2,,London,SW10 9JJ,51.4871537,-0.187614
1393,1393,Gosberton Road,1450000,House,2000,5,5,5,,London,SW12 8LG,51.4452977,-0.1590644
1394,1394,Kirkstall Road,1550000,House,2328,5,5,5,,London,SW2 4HF,51.4428065,-0.1289456
1395,1395,Morton Apartments,730000,Penthouse,1127,3,3,3,Royal Albert Wharf,London,E16 2QJ,51.5069502,0.0752674
1396,1396,Knowsley Road,860000,House,1010,2,2,2,Battersea,London,SW11 5BL,51.4699731,-0.1624635
1397,1397,The View,1250000,Flat / Apartment,960,2,2,2, Westminster,London,SW1E 5BA,51.4981258,-0.1405706
1398,1398,Bangalore Street,1295000,House,1940,5,5,5,Putney,London,SW15 1QD,51.4657159,-0.2217352
1399,1399,Ross Court,595000,Flat / Apartment,1452,3,3,3, Putney,London,SW15 3NY,51.4502281,-0.2203938
1400,1400,Wroughton Road,1600000,House,1875,4,4,4,,London,SW11 6BG,51.4532705,-0.1593915
1401,1401,Portland Chambers,3995000,New development,2694,3,3,3, Fitzrovia,London,W1W 6RP,51.51982959999999,-0.141416
1402,1402,Daleham Mews,3000000,House,2011,4,4,4,Belsize Park,London,NW3 5DB,51.548901,-0.1733617
1403,1403,Ringmer Avenue,2500000,House,2907,5,5,5,Fulham,London,SW6 5LW,51.474328,-0.209722
1404,1404,Meadows House,6350000,Penthouse,4689,4,4,4, Fulham,London,SW6 2FQ,51.4751863,-0.1848193
1405,1405,Manor Road South,1350000,House,2545,4,4,4,Esher,Surrey,KT10 0PY,51.3724137,-0.3398331
1406,1406,Deanhill Road,1175000,House,1263,3,3,3,East Sheen,London,SW14 7DF,51.4634654,-0.2745708
1407,1407,Cupar Road,2100000,House,2360,4,4,4,Battersea,London,SW11 4JW,51.4760354,-0.1511028
1408,1408,Ordish Apartments,745000,Flat / Apartment,1181,3,3,3,162 Gideon Road,London,SW11 5ET,51.4665421,-0.1547114
1409,1409,Moreton Terrace,560000,Flat / Apartment,468,1,1,1,Pimlico,London,SW1V 2NS,51.4891017,-0.1380281
1410,1410,Spencer Hill,2450000,House,3831,5,5,5,Wimbledon,London,SW19 4NY,51.4199221,-0.2144513
1411,1411,Pepys Road,2295000,House,4569,5,5,5,Wimbledon,London,SW20 8NP,51.4141762,-0.2298904
1412,1412,Dudley Road,2395000,House,2443,5,5,5,Wimbledon,London,SW19 8PN,51.4214304,-0.1990024
1413,1413,Tannery House,1250000,Penthouse,1600,2,2,2, Spitalfields,London,E1 5AG,51.520193,-0.06710859999999999
1414,1414,Gaumont Tower,850000,Flat / Apartment,1254,3,3,3, Dalston,London,E8 3BQ,51.5457257,-0.0738292
1415,1415,Hasker Street,2975000,House,1522,3,3,3,,London,SW3 2LQ,51.4951494,-0.1651396
1416,1416,River Lane,7500000,House,6863,5,5,5,Richmond,Surrey,TW10 7AG,51.4464592,-0.3040799
1417,1417,Townshend Terrace,1285000,House,1011,3,3,3,Richmond,Surrey,TW9 1XJ,51.4636236,-0.2927618
1418,1418,Roehampton Vale,795000,House,2472,5,5,5,Putney,London,SW15 3PG,51.4383108,-0.2495473
1419,1419,Weldin Mews,835000,House,1297,3,3,3,Putney,London,SW18 1FT,51.4563792,-0.2003626
1420,1420,Bishops Avenue,925000,Bungalow,1270,2,2,2,Northwood,Middlesex,HA6 3DD,51.6259677,-0.4174104
1421,1421,Wildacres,1595000,House,3578,5,5,5,Northwood,Middlesex,HA6 3JD,51.6249633,-0.4142814
1422,1422,St. Petersburgh Place,5500000,House,4227,9,9,9,,London,W2 4LA,51.5114956,-0.1910288
1423,1423,Dorlcote Road,3500000,House,3709,7,7,7,Wandsworth,London,SW18 3RT,51.45059269999999,-0.1721791
1424,1424,Henderson Road,3500000,House,4095,5,5,5,,London,SW18 3RR,51.4497156,-0.1718687
1425,1425,Tregarvon Road,730000,Flat / Apartment,833,2,2,2,,London,SW11 5QE,51.46227289999999,-0.1537173
1426,1426,Chiltern Way,995000,House,1889,4,4,4,Woodford Green,Essex,IG8 0RQ,51.61896060000001,0.0239616
1427,1427,Monkhams Avenue,1195000,House,1720,4,4,4,Woodford Green,Essex,IG8 0HA,51.6089876,0.0312593
1428,1428,Ollards Grove,1395000,House,2427,5,5,5,Loughton,Essex,IG10 4DW,51.64540849999999,0.04883009999999999
1429,1429,Ovington Street,3850000,House,1643,3,3,3,,London,SW3 2JA,51.4950077,-0.1646987
1430,1430,Cloudesley Place,1200000,House,1298,4,4,4,Barnsbury,London,N1 0JA,51.5355175,-0.1085063
1431,1431,Remington Street,1050000,House,1206,2,2,2,Islington,London,N1 8DH,51.5308381,-0.0999631
1432,1432,Carronade Court,500000,Flat / Apartment,794,2,2,2, Holloway,London,N7 8GP,51.5503632,-0.1156938
1433,1433,Balls Pond Road,575000,Flat / Apartment,1034,2,2,2,De Beauvoir,London,N1 4BW,51.5460696,-0.0783434
1434,1434,Annette Road,575000,Flat / Apartment,741,2,2,2,Holloway,London,N7 6PE,51.5581912,-0.1148509
1435,1435,Southgate Court,449950,Flat / Apartment,759,3,3,3,Southgate Road,London,N1 3JR,51.5396758,-0.0860249
